"","participant","gender","exp.site","version","trial","item.name","target","response","ageD","trial.typ","tv","Lang","correct","Condition","Complex","AgeGroup"
"994","6","female",5,"B","2","CONJ.CTL.4.T",1,1,NA,NA,NA,"French",TRUE,"1DT",TRUE,"adult"
"995","6","female",5,"B","3","TST.3.F",0,0,NA,NA,NA,"French",TRUE,"2DT",TRUE,"adult"
"996","6","female",5,"B","4","CONJ.CTL.3.T",1,1,NA,NA,NA,"French",TRUE,"1DT",TRUE,"adult"
"997","6","female",5,"B","5","FIL.3.TF",1,1,NA,NA,NA,"French",TRUE,"Control",TRUE,"adult"
"998","6","female",5,"B","6","CTL.2.F",0,0,NA,NA,NA,"French",TRUE,"Control",TRUE,"adult"
"999","6","female",5,"B","7","TST.2.F",0,0,NA,NA,NA,"French",TRUE,"2DT",TRUE,"adult"
"1000","6","female",5,"B","8","CONJ.CTL.2.T",1,1,NA,NA,NA,"French",TRUE,"1DT",TRUE,"adult"
"1001","6","female",5,"B","9","FIL.1.TF",0,0,NA,NA,NA,"French",TRUE,"Control",TRUE,"adult"
"1002","6","female",5,"B","i","TRAINING.1",1,1,NA,NA,NA,"French",TRUE,"Training",TRUE,"adult"
"1003","6","female",5,"B","ii","TRAINING.2",0,0,NA,NA,NA,"French",TRUE,"Training",TRUE,"adult"
"1004","7","female",5,"B","1","TST.4.F",0,0.5,NA,NA,NA,"French",FALSE,"2DT",FALSE,"adult"
"1005","7","female",5,"B","10","CTL.1.F",0,0,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1006","7","female",5,"B","11","CONJ.CTL.1.T",1,1,NA,NA,NA,"French",TRUE,"1DT",FALSE,"adult"
"1007","7","female",5,"B","12","TST.1.F",0,0,NA,NA,NA,"French",TRUE,"2DT",FALSE,"adult"
"1008","7","female",5,"B","13","FIL.2.TF",1,1,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1009","7","female",5,"B","2","CONJ.CTL.4.T",1,1,NA,NA,NA,"French",TRUE,"1DT",FALSE,"adult"
"1010","7","female",5,"B","3","TST.3.F",0,0.5,NA,NA,NA,"French",FALSE,"2DT",FALSE,"adult"
"1011","7","female",5,"B","4","CONJ.CTL.3.T",1,1,NA,NA,NA,"French",TRUE,"1DT",FALSE,"adult"
"1012","7","female",5,"B","5","FIL.3.TF",0,0,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1013","7","female",5,"B","6","CTL.2.F",0,0,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1014","7","female",5,"B","7","TST.2.F",0,0,NA,NA,NA,"French",TRUE,"2DT",FALSE,"adult"
"1015","7","female",5,"B","8","CONJ.CTL.2.T",1,1,NA,NA,NA,"French",TRUE,"1DT",FALSE,"adult"
"1016","7","female",5,"B","9","FIL.1.TF",1,1,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1017","7","female",5,"B","i","TRAINING.1",1,1,NA,NA,NA,"French",TRUE,"Training",FALSE,"adult"
"1018","7","female",5,"B","ii","TRAINING.2",0,0,NA,NA,NA,"French",TRUE,"Training",FALSE,"adult"
"1019","8","female",5,"A","1","CONJ.CTL.1.T",1,1,NA,NA,NA,"French",TRUE,"1DT",FALSE,"adult"
"1020","8","female",5,"A","10","CTL.1.F",0,0,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1021","8","female",5,"A","11","TST.4.F",0,0,NA,NA,NA,"French",TRUE,"2DT",FALSE,"adult"
"1022","8","female",5,"A","12","CONJ.CTL.4.T",1,1,NA,NA,NA,"French",TRUE,"1DT",FALSE,"adult"
"1023","8","female",5,"A","13","FIL.3.TF",0,0,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1024","8","female",5,"A","2","TST.1.F",0,1,NA,NA,NA,"French",FALSE,"2DT",FALSE,"adult"
"1025","8","female",5,"A","3","CONJ.CTL.2.T",1,0,NA,NA,NA,"French",FALSE,"1DT",FALSE,"adult"
"1026","8","female",5,"A","4","TST.2.F",0,0,NA,NA,NA,"French",TRUE,"2DT",FALSE,"adult"
"1027","8","female",5,"A","5","FIL.2.TF",1,1,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1028","8","female",5,"A","6","CTL.2.F",0,0,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1029","8","female",5,"A","7","CONJ.CTL.3.T",1,1,NA,NA,NA,"French",TRUE,"1DT",FALSE,"adult"
"1030","8","female",5,"A","8","TST.3.F",0,0,NA,NA,NA,"French",TRUE,"2DT",FALSE,"adult"
"1031","8","female",5,"A","9","FIL.1.TF",1,1,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1032","8","female",5,"A","i","TRAINING.1",1,1,NA,NA,NA,"French",TRUE,"Training",FALSE,"adult"
"1033","8","female",5,"A","ii","TRAINING.2",0,0,NA,NA,NA,"French",TRUE,"Training",FALSE,"adult"
"1034","9","female",5,"A","1","CONJ.CTL.1.T",1,1,NA,NA,NA,"French",TRUE,"1DT",FALSE,"adult"
"1035","9","female",5,"A","10","CTL.1.F",0,0,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1036","9","female",5,"A","11","TST.4.F",0,0,NA,NA,NA,"French",TRUE,"2DT",FALSE,"adult"
"1037","9","female",5,"A","12","CONJ.CTL.4.T",1,1,NA,NA,NA,"French",TRUE,"1DT",FALSE,"adult"
"1038","9","female",5,"A","13","FIL.3.TF",1,1,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1039","9","female",5,"A","2","TST.1.F",0,0.5,NA,NA,NA,"French",FALSE,"2DT",FALSE,"adult"
"1040","9","female",5,"A","3","CONJ.CTL.2.T",1,1,NA,NA,NA,"French",TRUE,"1DT",FALSE,"adult"
"1041","9","female",5,"A","4","TST.2.F",0,0,NA,NA,NA,"French",TRUE,"2DT",FALSE,"adult"
"1042","9","female",5,"A","5","FIL.2.TF",0,0,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1043","9","female",5,"A","6","CTL.2.F",0,0,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1044","9","female",5,"A","7","CONJ.CTL.3.T",1,1,NA,NA,NA,"French",TRUE,"1DT",FALSE,"adult"
"1045","9","female",5,"A","8","TST.3.F",0,0,NA,NA,NA,"French",TRUE,"2DT",FALSE,"adult"
"1046","9","female",5,"A","9","FIL.1.TF",1,1,NA,NA,NA,"French",TRUE,"Control",FALSE,"adult"
"1047","9","female",5,"A","i","TRAINING.1",1,1,NA,NA,NA,"French",TRUE,"Training",FALSE,"adult"
"1048","9","female",5,"A","ii","TRAINING.2",0,0,NA,NA,NA,"French",TRUE,"Training",FALSE,"adult"
"1050","A-complex_03_A","female",6,"A","10","ka.CTL.1.F",0,0,9241,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1051","A-complex_03_A","female",6,"A","12","ka_CONJ.CTL.4.T",1,1,9241,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1052","A-complex_03_A","female",6,"A","2","ka.TST.1.F",0,0,9241,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1053","A-complex_03_A","female",6,"A","4","ka.TST.2.F",0,0,9241,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1054","A-complex_03_A","female",6,"A","6","ka.CTL.2.F",0,0,9241,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1055","A-complex_03_A","female",6,"A","8","ka.TST.3.F",0,0,9241,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1056","A-complex_03_A","female",6,"A","ii","TR.ii.F",0,0,9241,"TR","F","Japanese",TRUE,"Training",TRUE,"adult"
"1057","A-complex_03_A","male",6,"A","1","ka_CONJ.CTL.1.T",1,1,9241,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1058","A-complex_03_A","male",6,"A","11","ka.TST.4.F",0,0,9241,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1059","A-complex_03_A","male",6,"A","13","FILL.CTL.3.T/F",0,0,9241,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1060","A-complex_03_A","male",6,"A","3","ka_CONJ.CTL.2.T",1,1,9241,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1061","A-complex_03_A","male",6,"A","5","FILL.CTL.2.T/F",0,0,9241,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1062","A-complex_03_A","male",6,"A","7","ka_CONJ.CTL.3.T",1,1,9241,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1063","A-complex_03_A","male",6,"A","9","FILL.CTL.1.T/F",0,1,9241,"CTL","T/F","Japanese",FALSE,"Control",TRUE,"adult"
"1064","A-complex_03_A","male",6,"A","i","TR.i.T",1,1,9241,"TR","T","Japanese",TRUE,"Training",TRUE,"adult"
"1065","A-complex_04_A","male",6,"A","1","ka_CONJ.CTL.1.T",1,1,9268,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1066","A-complex_04_A","male",6,"A","10","ka.CTL.1.F",0,0,9268,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1067","A-complex_04_A","male",6,"A","11","ka.TST.4.F",0,0,9268,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1068","A-complex_04_A","male",6,"A","12","ka_CONJ.CTL.4.T",1,1,9268,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1069","A-complex_04_A","male",6,"A","13","FILL.CTL.3.T/F",0,0,9268,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1070","A-complex_04_A","male",6,"A","2","ka.TST.1.F",0,0,9268,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1071","A-complex_04_A","male",6,"A","3","ka_CONJ.CTL.2.T",1,1,9268,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1072","A-complex_04_A","male",6,"A","4","ka.TST.2.F",0,0,9268,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1073","A-complex_04_A","male",6,"A","5","FILL.CTL.2.T/F",0,0,9268,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1074","A-complex_04_A","male",6,"A","6","ka.CTL.2.F",0,0,9268,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1075","A-complex_04_A","male",6,"A","7","ka_CONJ.CTL.3.T",1,1,9268,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1076","A-complex_04_A","male",6,"A","8","ka.TST.3.F",0,1,9268,"TST","F","Japanese",FALSE,"2DT",TRUE,"adult"
"1077","A-complex_04_A","male",6,"A","9","FILL.CTL.1.T/F",0,1,9268,"CTL","T/F","Japanese",FALSE,"Control",TRUE,"adult"
"1078","A-complex_04_A","male",6,"A","i","TR.i.T",1,1,9268,"TR","T","Japanese",TRUE,"Training",TRUE,"adult"
"1079","A-complex_04_A","male",6,"A","ii","TR.ii.F",0,0,9268,"TR","F","Japanese",TRUE,"Training",TRUE,"adult"
"1080","A-complex_05_A","male",6,"A","1","ka_CONJ.CTL.1.T",1,1,8854,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1081","A-complex_05_A","male",6,"A","10","ka.CTL.1.F",0,0,8854,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1082","A-complex_05_A","male",6,"A","11","ka.TST.4.F",0,0,8854,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1083","A-complex_05_A","male",6,"A","12","ka_CONJ.CTL.4.T",1,1,8854,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1084","A-complex_05_A","male",6,"A","13","FILL.CTL.3.T/F",0,0,8854,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1085","A-complex_05_A","male",6,"A","2","ka.TST.1.F",0,0,8854,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1086","A-complex_05_A","male",6,"A","3","ka_CONJ.CTL.2.T",1,1,8854,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1087","A-complex_05_A","male",6,"A","4","ka.TST.2.F",0,0,8854,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1088","A-complex_05_A","male",6,"A","5","FILL.CTL.2.T/F",0,0,8854,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1089","A-complex_05_A","male",6,"A","6","ka.CTL.2.F",0,0,8854,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1090","A-complex_05_A","male",6,"A","7","ka_CONJ.CTL.3.T",1,1,8854,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1091","A-complex_05_A","male",6,"A","8","ka.TST.3.F",0,0,8854,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1092","A-complex_05_A","male",6,"A","9","FILL.CTL.1.T/F",0,1,8854,"CTL","T/F","Japanese",FALSE,"Control",TRUE,"adult"
"1093","A-complex_05_A","male",6,"A","i","TR.i.T",1,1,8854,"TR","T","Japanese",TRUE,"Training",TRUE,"adult"
"1094","A-complex_05_A","male",6,"A","ii","TR.ii.F",0,0,8854,"TR","F","Japanese",TRUE,"Training",TRUE,"adult"
"1095","A-complex_06_A","female",6,"A","1","ka_CONJ.CTL.1.T",1,1,10447,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1096","A-complex_06_A","female",6,"A","10","ka.CTL.1.F",0,0,10447,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1097","A-complex_06_A","female",6,"A","11","ka.TST.4.F",0,0,10447,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1098","A-complex_06_A","female",6,"A","12","ka_CONJ.CTL.4.T",1,1,10447,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1099","A-complex_06_A","female",6,"A","13","FILL.CTL.3.T/F",0,0,10447,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1100","A-complex_06_A","female",6,"A","2","ka.TST.1.F",0,0,10447,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1101","A-complex_06_A","female",6,"A","3","ka_CONJ.CTL.2.T",1,1,10447,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1102","A-complex_06_A","female",6,"A","4","ka.TST.2.F",0,0,10447,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1103","A-complex_06_A","female",6,"A","5","FILL.CTL.2.T/F",0,0,10447,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1104","A-complex_06_A","female",6,"A","6","ka.CTL.2.F",0,0,10447,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1105","A-complex_06_A","female",6,"A","7","ka_CONJ.CTL.3.T",1,1,10447,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1106","A-complex_06_A","female",6,"A","8","ka.TST.3.F",0,0,10447,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1107","A-complex_06_A","female",6,"A","9","FILL.CTL.1.T/F",0,1,10447,"CTL","T/F","Japanese",FALSE,"Control",TRUE,"adult"
"1108","A-complex_06_A","female",6,"A","i","TR.i.T",1,1,10447,"TR","T","Japanese",TRUE,"Training",TRUE,"adult"
"1109","A-complex_06_A","female",6,"A","ii","TR.ii.F",0,0,10447,"TR","F","Japanese",TRUE,"Training",TRUE,"adult"
"1110","A-complex_07_A","male",6,"A","1","ka_CONJ.CTL.1.T",1,1,9643,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1111","A-complex_07_A","male",6,"A","10","ka.CTL.1.F",0,0,9643,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1112","A-complex_07_A","male",6,"A","11","ka.TST.4.F",0,0,9643,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1113","A-complex_07_A","male",6,"A","12","ka_CONJ.CTL.4.T",1,1,9643,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1114","A-complex_07_A","male",6,"A","13","FILL.CTL.3.T/F",0,0,9643,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1115","A-complex_07_A","male",6,"A","2","ka.TST.1.F",0,0,9643,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1116","A-complex_07_A","male",6,"A","3","ka_CONJ.CTL.2.T",1,1,9643,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1117","A-complex_07_A","male",6,"A","4","ka.TST.2.F",0,0,9643,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1118","A-complex_07_A","male",6,"A","5","FILL.CTL.2.T/F",0,0,9643,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1119","A-complex_07_A","male",6,"A","6","ka.CTL.2.F",0,0,9643,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1120","A-complex_07_A","male",6,"A","7","ka_CONJ.CTL.3.T",1,1,9643,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1121","A-complex_07_A","male",6,"A","8","ka.TST.3.F",0,0,9643,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1122","A-complex_07_A","male",6,"A","9","FILL.CTL.1.T/F",0,1,9643,"CTL","T/F","Japanese",FALSE,"Control",TRUE,"adult"
"1123","A-complex_07_A","male",6,"A","i","TR.i.T",1,1,9643,"TR","T","Japanese",TRUE,"Training",TRUE,"adult"
"1124","A-complex_07_A","male",6,"A","ii","TR.ii.F",0,0,9643,"TR","F","Japanese",TRUE,"Training",TRUE,"adult"
"1125","A-complex_11_B","male",6,"B","1","ka.TST.4.F",0,0,8460,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1126","A-complex_11_B","male",6,"B","10","ka.CTL.1.F",0,0,8460,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1127","A-complex_11_B","male",6,"B","11","ka_CONJ.CTL.1.T",1,1,8460,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1128","A-complex_11_B","male",6,"B","12","ka.TST.1.F",0,0,8460,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1129","A-complex_11_B","male",6,"B","13","FILL.CTL.2.T/F",1,1,8460,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1130","A-complex_11_B","male",6,"B","2","ka_CONJ.CTL.4.T",1,1,8460,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1131","A-complex_11_B","male",6,"B","3","ka.TST.3.F",0,0,8460,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1132","A-complex_11_B","male",6,"B","4","ka_CONJ.CTL.3.T",1,1,8460,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1133","A-complex_11_B","male",6,"B","5","FILL.CTL.3.T/F",1,1,8460,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1134","A-complex_11_B","male",6,"B","6","ka.CTL.2.F",0,0,8460,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1135","A-complex_11_B","male",6,"B","7","ka.TST.2.F",0,0,8460,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1136","A-complex_11_B","male",6,"B","8","ka_CONJ.CTL.2.T",1,1,8460,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1137","A-complex_11_B","male",6,"B","9","FILL.CTL.1.T/F",0,0,8460,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1138","A-complex_11_B","male",6,"B","i","TR.i.T",1,1,8460,"TR","T","Japanese",TRUE,"Training",TRUE,"adult"
"1139","A-complex_11_B","male",6,"B","ii","TR.ii.F",0,0,8460,"TR","F","Japanese",TRUE,"Training",TRUE,"adult"
"1140","A-complex_12_B","male",6,"B","1","ka.TST.4.F",0,0,8742,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1141","A-complex_12_B","male",6,"B","10","ka.CTL.1.F",0,0,8742,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1142","A-complex_12_B","male",6,"B","11","ka_CONJ.CTL.1.T",1,1,8742,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1143","A-complex_12_B","male",6,"B","12","ka.TST.1.F",0,0,8742,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1144","A-complex_12_B","male",6,"B","13","FILL.CTL.2.T/F",1,1,8742,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1145","A-complex_12_B","male",6,"B","2","ka_CONJ.CTL.4.T",1,1,8742,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1146","A-complex_12_B","male",6,"B","3","ka.TST.3.F",0,0,8742,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1147","A-complex_12_B","male",6,"B","4","ka_CONJ.CTL.3.T",1,1,8742,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1148","A-complex_12_B","male",6,"B","5","FILL.CTL.3.T/F",1,1,8742,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1149","A-complex_12_B","male",6,"B","6","ka.CTL.2.F",0,0,8742,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1150","A-complex_12_B","male",6,"B","7","ka.TST.2.F",0,0,8742,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1151","A-complex_12_B","male",6,"B","8","ka_CONJ.CTL.2.T",1,1,8742,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1152","A-complex_12_B","male",6,"B","9","FILL.CTL.1.T/F",0,0,8742,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1153","A-complex_12_B","male",6,"B","i","TR.i.T",1,1,8742,"TR","T","Japanese",TRUE,"Training",TRUE,"adult"
"1154","A-complex_12_B","male",6,"B","ii","TR.ii.F",0,0,8742,"TR","F","Japanese",TRUE,"Training",TRUE,"adult"
"1155","A-complex_13_B","female",6,"B","1","ka.TST.4.F",0,0,10102,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1156","A-complex_13_B","female",6,"B","10","ka.CTL.1.F",0,0,10102,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1157","A-complex_13_B","female",6,"B","11","ka_CONJ.CTL.1.T",1,1,10102,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1158","A-complex_13_B","female",6,"B","12","ka.TST.1.F",0,1,10102,"TST","F","Japanese",FALSE,"2DT",TRUE,"adult"
"1159","A-complex_13_B","female",6,"B","13","FILL.CTL.2.T/F",1,1,10102,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1160","A-complex_13_B","female",6,"B","2","ka_CONJ.CTL.4.T",1,1,10102,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1161","A-complex_13_B","female",6,"B","3","ka.TST.3.F",0,1,10102,"TST","F","Japanese",FALSE,"2DT",TRUE,"adult"
"1162","A-complex_13_B","female",6,"B","4","ka_CONJ.CTL.3.T",1,1,10102,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1163","A-complex_13_B","female",6,"B","5","FILL.CTL.3.T/F",1,1,10102,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1164","A-complex_13_B","female",6,"B","6","ka.CTL.2.F",0,0,10102,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1165","A-complex_13_B","female",6,"B","7","ka.TST.2.F",0,0,10102,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1166","A-complex_13_B","female",6,"B","8","ka_CONJ.CTL.2.T",1,1,10102,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1167","A-complex_13_B","female",6,"B","9","FILL.CTL.1.T/F",0,0,10102,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1168","A-complex_13_B","female",6,"B","i","TR.i.T",1,0,10102,"TR","T","Japanese",FALSE,"Training",TRUE,"adult"
"1169","A-complex_13_B","female",6,"B","ii","TR.ii.F",0,0,10102,"TR","F","Japanese",TRUE,"Training",TRUE,"adult"
"1170","A-complex_14_B","female",6,"B","1","ka.TST.4.F",0,0,9042,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1171","A-complex_14_B","female",6,"B","10","ka.CTL.1.F",0,0,9042,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1172","A-complex_14_B","female",6,"B","11","ka_CONJ.CTL.1.T",1,1,9042,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1173","A-complex_14_B","female",6,"B","12","ka.TST.1.F",0,0,9042,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1174","A-complex_14_B","female",6,"B","13","FILL.CTL.2.T/F",1,1,9042,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1175","A-complex_14_B","female",6,"B","2","ka_CONJ.CTL.4.T",1,1,9042,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1176","A-complex_14_B","female",6,"B","3","ka.TST.3.F",0,0,9042,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1177","A-complex_14_B","female",6,"B","4","ka_CONJ.CTL.3.T",1,1,9042,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1178","A-complex_14_B","female",6,"B","5","FILL.CTL.3.T/F",1,1,9042,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1179","A-complex_14_B","female",6,"B","6","ka.CTL.2.F",0,0,9042,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1180","A-complex_14_B","female",6,"B","7","ka.TST.2.F",0,0,9042,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1181","A-complex_14_B","female",6,"B","8","ka_CONJ.CTL.2.T",1,1,9042,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1182","A-complex_14_B","female",6,"B","9","FILL.CTL.1.T/F",0,0,9042,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1183","A-complex_14_B","female",6,"B","i","TR.i.T",1,1,9042,"TR","T","Japanese",TRUE,"Training",TRUE,"adult"
"1184","A-complex_14_B","female",6,"B","ii","TR.ii.F",0,0,9042,"TR","F","Japanese",TRUE,"Training",TRUE,"adult"
"1185","A-complex_15_A","male",6,"A","1","ka_CONJ.CTL.1.T",1,1,8733,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1186","A-complex_15_A","male",6,"A","10","ka.CTL.1.F",0,0,8733,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1187","A-complex_15_A","male",6,"A","11","ka.TST.4.F",0,0,8733,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1188","A-complex_15_A","male",6,"A","12","ka_CONJ.CTL.4.T",1,1,8733,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1189","A-complex_15_A","male",6,"A","13","FILL.CTL.3.T/F",0,0,8733,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1190","A-complex_15_A","male",6,"A","2","ka.TST.1.F",0,0,8733,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1191","A-complex_15_A","male",6,"A","3","ka_CONJ.CTL.2.T",1,1,8733,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1192","A-complex_15_A","male",6,"A","4","ka.TST.2.F",0,0,8733,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1193","A-complex_15_A","male",6,"A","5","FILL.CTL.2.T/F",1,1,8733,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1194","A-complex_15_A","male",6,"A","6","ka.CTL.2.F",0,0,8733,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1195","A-complex_15_A","male",6,"A","7","ka_CONJ.CTL.3.T",1,1,8733,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
