"","participant","gender","exp.site","version","trial","item.name","target","response","ageD","trial.typ","tv","Lang","correct","Condition","Complex","AgeGroup"
"1196","A-complex_15_A","male",6,"A","8","ka.TST.3.F",0,0,8733,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1197","A-complex_15_A","male",6,"A","9","FILL.CTL.1.T/F",1,1,8733,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1198","A-complex_15_A","male",6,"A","i","TR.i.T",1,1,8733,"TR","T","Japanese",TRUE,"Training",TRUE,"adult"
"1199","A-complex_15_A","male",6,"A","ii","TR.ii.F",0,0,8733,"TR","F","Japanese",TRUE,"Training",TRUE,"adult"
"1200","A-complex_21_A","male",6,"A","1","ka_CONJ.CTL.1.T",1,1,8664,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1201","A-complex_21_A","male",6,"A","10","ka.CTL.1.F",0,0,8664,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1202","A-complex_21_A","male",6,"A","11","ka.TST.4.F",0,0,8664,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1203","A-complex_21_A","male",6,"A","12","ka_CONJ.CTL.4.T",1,1,8664,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1204","A-complex_21_A","male",6,"A","13","FILL.CTL.3.T/F",0,0,8664,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1205","A-complex_21_A","male",6,"A","2","ka.TST.1.F",0,0,8664,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1206","A-complex_21_A","male",6,"A","3","ka_CONJ.CTL.2.T",1,1,8664,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1207","A-complex_21_A","male",6,"A","4","ka.TST.2.F",0,1,8664,"TST","F","Japanese",FALSE,"2DT",TRUE,"adult"
"1208","A-complex_21_A","male",6,"A","5","FILL.CTL.2.T/F",1,1,8664,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1209","A-complex_21_A","male",6,"A","6","ka.CTL.2.F",0,0,8664,"CTL","F","Japanese",TRUE,"Control",TRUE,"adult"
"1210","A-complex_21_A","male",6,"A","7","ka_CONJ.CTL.3.T",1,1,8664,"CTL","T","Japanese",TRUE,"1DT",TRUE,"adult"
"1211","A-complex_21_A","male",6,"A","8","ka.TST.3.F",0,0,8664,"TST","F","Japanese",TRUE,"2DT",TRUE,"adult"
"1212","A-complex_21_A","male",6,"A","9","FILL.CTL.1.T/F",1,1,8664,"CTL","T/F","Japanese",TRUE,"Control",TRUE,"adult"
"1213","A-complex_21_A","male",6,"A","i","TR.i.T",1,1,8664,"TR","T","Japanese",TRUE,"Training",TRUE,"adult"
"1214","A-complex_21_A","male",6,"A","ii","TR.ii.F",0,0,8664,"TR","F","Japanese",TRUE,"Training",TRUE,"adult"
"1215","A-simple_01_A","male",6,"A","1","ka_CONJ.CTL.1.T",1,1,9492,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1216","A-simple_01_A","male",6,"A","10","ka.CTL.1.F",0,0,9492,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1217","A-simple_01_A","male",6,"A","11","ka.TST.4.F",0,0,9492,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1218","A-simple_01_A","male",6,"A","12","ka_CONJ.CTL.4.T",1,1,9492,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1219","A-simple_01_A","male",6,"A","13","FILL.CTL.3.T/F",1,1,9492,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1220","A-simple_01_A","male",6,"A","2","ka.TST.1.F",0,0,9492,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1221","A-simple_01_A","male",6,"A","3","ka_CONJ.CTL.2.T",1,1,9492,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1222","A-simple_01_A","male",6,"A","4","ka.TST.2.F",0,0,9492,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1223","A-simple_01_A","male",6,"A","5","FILL.CTL.2.T/F",0,1,9492,"CTL","T/F","Japanese",FALSE,"Control",FALSE,"adult"
"1224","A-simple_01_A","male",6,"A","6","ka.CTL.2.F",0,0,9492,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1225","A-simple_01_A","male",6,"A","7","ka_CONJ.CTL.3.T",1,1,9492,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1226","A-simple_01_A","male",6,"A","8","ka.TST.3.F",0,0,9492,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1227","A-simple_01_A","male",6,"A","9","FILL.CTL.1.T/F",0,0,9492,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1228","A-simple_01_A","male",6,"A","i","TR.i.T",1,1,9492,"TR","T","Japanese",TRUE,"Training",FALSE,"adult"
"1229","A-simple_01_A","male",6,"A","ii","TR.ii.F",0,0,9492,"TR","F","Japanese",TRUE,"Training",FALSE,"adult"
"1230","A-simple_02_A","female",6,"A","1","ka_CONJ.CTL.1.T",1,1,8701,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1231","A-simple_02_A","female",6,"A","10","ka.CTL.1.F",0,0,8701,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1232","A-simple_02_A","female",6,"A","11","ka.TST.4.F",0,0,8701,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1233","A-simple_02_A","female",6,"A","12","ka_CONJ.CTL.4.T",1,1,8701,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1234","A-simple_02_A","female",6,"A","13","FILL.CTL.3.T/F",0,1,8701,"CTL","T/F","Japanese",FALSE,"Control",FALSE,"adult"
"1235","A-simple_02_A","female",6,"A","2","ka.TST.1.F",0,0,8701,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1236","A-simple_02_A","female",6,"A","3","ka_CONJ.CTL.2.T",1,1,8701,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1237","A-simple_02_A","female",6,"A","4","ka.TST.2.F",0,0,8701,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1238","A-simple_02_A","female",6,"A","5","FILL.CTL.2.T/F",0,1,8701,"CTL","T/F","Japanese",FALSE,"Control",FALSE,"adult"
"1239","A-simple_02_A","female",6,"A","6","ka.CTL.2.F",0,0,8701,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1240","A-simple_02_A","female",6,"A","7","ka_CONJ.CTL.3.T",1,1,8701,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1241","A-simple_02_A","female",6,"A","8","ka.TST.3.F",0,0,8701,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1242","A-simple_02_A","female",6,"A","9","FILL.CTL.1.T/F",0,0,8701,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1243","A-simple_02_A","female",6,"A","i","TR.i.T",1,1,8701,"TR","T","Japanese",TRUE,"Training",FALSE,"adult"
"1244","A-simple_02_A","female",6,"A","ii","TR.ii.F",0,0,8701,"TR","F","Japanese",TRUE,"Training",FALSE,"adult"
"1245","A-simple_08_A","male",6,"A","1","ka_CONJ.CTL.1.T",1,1,9660,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1246","A-simple_08_A","male",6,"A","10","ka.CTL.1.F",0,0,9660,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1247","A-simple_08_A","male",6,"A","11","ka.TST.4.F",0,0,9660,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1248","A-simple_08_A","male",6,"A","12","ka_CONJ.CTL.4.T",1,1,9660,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1249","A-simple_08_A","male",6,"A","13","FILL.CTL.3.T/F",1,1,9660,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1250","A-simple_08_A","male",6,"A","2","ka.TST.1.F",0,0,9660,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1251","A-simple_08_A","male",6,"A","3","ka_CONJ.CTL.2.T",1,1,9660,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1252","A-simple_08_A","male",6,"A","4","ka.TST.2.F",0,0,9660,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1253","A-simple_08_A","male",6,"A","5","FILL.CTL.2.T/F",1,1,9660,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1254","A-simple_08_A","male",6,"A","6","ka.CTL.2.F",0,0,9660,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1255","A-simple_08_A","male",6,"A","7","ka_CONJ.CTL.3.T",1,1,9660,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1256","A-simple_08_A","male",6,"A","8","ka.TST.3.F",0,0,9660,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1257","A-simple_08_A","male",6,"A","9","FILL.CTL.1.T/F",0,0,9660,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1258","A-simple_08_A","male",6,"A","i","TR.i.T",1,1,9660,"TR","T","Japanese",TRUE,"Training",FALSE,"adult"
"1259","A-simple_08_A","male",6,"A","ii","TR.ii.F",0,0,9660,"TR","F","Japanese",TRUE,"Training",FALSE,"adult"
"1260","A-simple_09_A","female",6,"A","1","ka_CONJ.CTL.1.T",1,1,9222,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1261","A-simple_09_A","female",6,"A","10","ka.CTL.1.F",0,0,9222,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1262","A-simple_09_A","female",6,"A","11","ka.TST.4.F",0,0,9222,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1263","A-simple_09_A","female",6,"A","12","ka_CONJ.CTL.4.T",1,1,9222,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1264","A-simple_09_A","female",6,"A","13","FILL.CTL.3.T/F",1,1,9222,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1265","A-simple_09_A","female",6,"A","2","ka.TST.1.F",0,0,9222,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1266","A-simple_09_A","female",6,"A","3","ka_CONJ.CTL.2.T",1,1,9222,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1267","A-simple_09_A","female",6,"A","4","ka.TST.2.F",0,0,9222,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1268","A-simple_09_A","female",6,"A","5","FILL.CTL.2.T/F",1,1,9222,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1269","A-simple_09_A","female",6,"A","6","ka.CTL.2.F",0,0,9222,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1270","A-simple_09_A","female",6,"A","7","ka_CONJ.CTL.3.T",1,1,9222,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1271","A-simple_09_A","female",6,"A","8","ka.TST.3.F",0,0,9222,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1272","A-simple_09_A","female",6,"A","9","FILL.CTL.1.T/F",0,0,9222,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1273","A-simple_09_A","female",6,"A","i","TR.i.T",1,1,9222,"TR","T","Japanese",TRUE,"Training",FALSE,"adult"
"1274","A-simple_09_A","female",6,"A","ii","TR.ii.F",0,0,9222,"TR","F","Japanese",TRUE,"Training",FALSE,"adult"
"1275","A-simple_10_A","female",6,"A","1","ka_CONJ.CTL.1.T",1,1,8454,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1276","A-simple_10_A","female",6,"A","10","ka.CTL.1.F",0,0,8454,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1277","A-simple_10_A","female",6,"A","11","ka.TST.4.F",0,0,8454,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1278","A-simple_10_A","female",6,"A","12","ka_CONJ.CTL.4.T",1,1,8454,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1279","A-simple_10_A","female",6,"A","13","FILL.CTL.3.T/F",1,1,8454,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1280","A-simple_10_A","female",6,"A","2","ka.TST.1.F",0,0,8454,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1281","A-simple_10_A","female",6,"A","3","ka_CONJ.CTL.2.T",1,1,8454,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1282","A-simple_10_A","female",6,"A","4","ka.TST.2.F",0,0,8454,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1283","A-simple_10_A","female",6,"A","5","FILL.CTL.2.T/F",1,1,8454,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1284","A-simple_10_A","female",6,"A","6","ka.CTL.2.F",0,0,8454,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1285","A-simple_10_A","female",6,"A","7","ka_CONJ.CTL.3.T",1,1,8454,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1286","A-simple_10_A","female",6,"A","8","ka.TST.3.F",0,0,8454,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1287","A-simple_10_A","female",6,"A","9","FILL.CTL.1.T/F",0,0,8454,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1288","A-simple_10_A","female",6,"A","i","TR.i.T",1,1,8454,"TR","T","Japanese",TRUE,"Training",FALSE,"adult"
"1289","A-simple_10_A","female",6,"A","ii","TR.ii.F",0,0,8454,"TR","F","Japanese",TRUE,"Training",FALSE,"adult"
"1290","A-simple_16_A","female",6,"A","1","ka_CONJ.CTL.1.T",1,1,8764,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1291","A-simple_16_A","female",6,"A","10","ka.CTL.1.F",0,0,8764,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1292","A-simple_16_A","female",6,"A","11","ka.TST.4.F",0,1,8764,"TST","F","Japanese",FALSE,"2DT",FALSE,"adult"
"1293","A-simple_16_A","female",6,"A","12","ka_CONJ.CTL.4.T",1,1,8764,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1294","A-simple_16_A","female",6,"A","13","FILL.CTL.3.T/F",1,1,8764,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1295","A-simple_16_A","female",6,"A","2","ka.TST.1.F",0,1,8764,"TST","F","Japanese",FALSE,"2DT",FALSE,"adult"
"1296","A-simple_16_A","female",6,"A","3","ka_CONJ.CTL.2.T",1,1,8764,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1297","A-simple_16_A","female",6,"A","4","ka.TST.2.F",0,1,8764,"TST","F","Japanese",FALSE,"2DT",FALSE,"adult"
"1298","A-simple_16_A","female",6,"A","5","FILL.CTL.2.T/F",0,0,8764,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1299","A-simple_16_A","female",6,"A","6","ka.CTL.2.F",0,0,8764,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1300","A-simple_16_A","female",6,"A","7","ka_CONJ.CTL.3.T",1,1,8764,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1301","A-simple_16_A","female",6,"A","8","ka.TST.3.F",0,1,8764,"TST","F","Japanese",FALSE,"2DT",FALSE,"adult"
"1302","A-simple_16_A","female",6,"A","9","FILL.CTL.1.T/F",1,1,8764,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1303","A-simple_16_A","female",6,"A","i","TR.i.T",1,1,8764,"TR","T","Japanese",TRUE,"Training",FALSE,"adult"
"1304","A-simple_16_A","female",6,"A","ii","TR.ii.F",0,0,8764,"TR","F","Japanese",TRUE,"Training",FALSE,"adult"
"1305","A-simple_17_A","male",6,"A","1","ka_CONJ.CTL.1.T",1,1,8800,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1306","A-simple_17_A","male",6,"A","10","ka.CTL.1.F",0,0,8800,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1307","A-simple_17_A","male",6,"A","11","ka.TST.4.F",0,0,8800,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1308","A-simple_17_A","male",6,"A","12","ka_CONJ.CTL.4.T",1,1,8800,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1309","A-simple_17_A","male",6,"A","13","FILL.CTL.3.T/F",1,1,8800,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1310","A-simple_17_A","male",6,"A","2","ka.TST.1.F",0,0,8800,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1311","A-simple_17_A","male",6,"A","3","ka_CONJ.CTL.2.T",1,1,8800,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1312","A-simple_17_A","male",6,"A","4","ka.TST.2.F",0,0,8800,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1313","A-simple_17_A","male",6,"A","5","FILL.CTL.2.T/F",0,0,8800,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1314","A-simple_17_A","male",6,"A","6","ka.CTL.2.F",0,0,8800,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1315","A-simple_17_A","male",6,"A","7","ka_CONJ.CTL.3.T",1,1,8800,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1316","A-simple_17_A","male",6,"A","8","ka.TST.3.F",0,0,8800,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1317","A-simple_17_A","male",6,"A","9","FILL.CTL.1.T/F",1,1,8800,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1318","A-simple_17_A","male",6,"A","i","TR.i.T",1,1,8800,"TR","T","Japanese",TRUE,"Training",FALSE,"adult"
"1319","A-simple_17_A","male",6,"A","ii","TR.ii.F",0,0,8800,"TR","F","Japanese",TRUE,"Training",FALSE,"adult"
"1320","A-simple_18_A","male",6,"A","1","ka_CONJ.CTL.1.T",1,1,8435,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1321","A-simple_18_A","male",6,"A","10","ka.CTL.1.F",0,0,8435,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1322","A-simple_18_A","male",6,"A","11","ka.TST.4.F",0,0,8435,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1323","A-simple_18_A","male",6,"A","12","ka_CONJ.CTL.4.T",1,1,8435,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1324","A-simple_18_A","male",6,"A","13","FILL.CTL.3.T/F",1,1,8435,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1325","A-simple_18_A","male",6,"A","2","ka.TST.1.F",0,0,8435,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1326","A-simple_18_A","male",6,"A","3","ka_CONJ.CTL.2.T",1,1,8435,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1327","A-simple_18_A","male",6,"A","4","ka.TST.2.F",0,0,8435,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1328","A-simple_18_A","male",6,"A","5","FILL.CTL.2.T/F",0,0,8435,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1329","A-simple_18_A","male",6,"A","6","ka.CTL.2.F",0,0,8435,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1330","A-simple_18_A","male",6,"A","7","ka_CONJ.CTL.3.T",1,1,8435,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1331","A-simple_18_A","male",6,"A","8","ka.TST.3.F",0,0,8435,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1332","A-simple_18_A","male",6,"A","9","FILL.CTL.1.T/F",1,1,8435,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1333","A-simple_18_A","male",6,"A","i","TR.i.T",1,1,8435,"TR","T","Japanese",TRUE,"Training",FALSE,"adult"
"1334","A-simple_18_A","male",6,"A","ii","TR.ii.F",0,0,8435,"TR","F","Japanese",TRUE,"Training",FALSE,"adult"
"1335","A-simple_19_B","female",6,"B","1","ka.TST.4.F",0,0,8219,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1336","A-simple_19_B","female",6,"B","10","ka.CTL.1.F",0,0,8219,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1337","A-simple_19_B","female",6,"B","11","ka_CONJ.CTL.1.T",1,1,8219,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1338","A-simple_19_B","female",6,"B","12","ka.TST.1.F",0,0,8219,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1339","A-simple_19_B","female",6,"B","13","FILL.CTL.2.T/F",1,1,8219,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1340","A-simple_19_B","female",6,"B","2","ka_CONJ.CTL.4.T",1,1,8219,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1341","A-simple_19_B","female",6,"B","3","ka.TST.3.F",0,0,8219,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1342","A-simple_19_B","female",6,"B","4","ka_CONJ.CTL.3.T",1,1,8219,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1343","A-simple_19_B","female",6,"B","5","FILL.CTL.3.T/F",0,0,8219,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1344","A-simple_19_B","female",6,"B","6","ka.CTL.2.F",0,0,8219,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1345","A-simple_19_B","female",6,"B","7","ka.TST.2.F",0,0,8219,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1346","A-simple_19_B","female",6,"B","8","ka_CONJ.CTL.2.T",1,1,8219,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1347","A-simple_19_B","female",6,"B","9","FILL.CTL.1.T/F",1,1,8219,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1348","A-simple_19_B","female",6,"B","i","TR.i.T",1,1,8219,"TR","T","Japanese",TRUE,"Training",FALSE,"adult"
"1349","A-simple_19_B","female",6,"B","ii","TR.ii.F",0,0,8219,"TR","F","Japanese",TRUE,"Training",FALSE,"adult"
"1350","A-simple_20_B","male",6,"B","1","ka.TST.4.F",0,1,10050,"TST","F","Japanese",FALSE,"2DT",FALSE,"adult"
"1351","A-simple_20_B","male",6,"B","10","ka.CTL.1.F",0,0,10050,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1352","A-simple_20_B","male",6,"B","11","ka_CONJ.CTL.1.T",1,1,10050,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1353","A-simple_20_B","male",6,"B","12","ka.TST.1.F",0,0,10050,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1354","A-simple_20_B","male",6,"B","13","FILL.CTL.2.T/F",0,1,10050,"CTL","T/F","Japanese",FALSE,"Control",FALSE,"adult"
"1355","A-simple_20_B","male",6,"B","2","ka_CONJ.CTL.4.T",1,1,10050,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1356","A-simple_20_B","male",6,"B","3","ka.TST.3.F",0,1,10050,"TST","F","Japanese",FALSE,"2DT",FALSE,"adult"
"1357","A-simple_20_B","male",6,"B","4","ka_CONJ.CTL.3.T",1,1,10050,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1358","A-simple_20_B","male",6,"B","5","FILL.CTL.3.T/F",0,0,10050,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1359","A-simple_20_B","male",6,"B","6","ka.CTL.2.F",0,0,10050,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1360","A-simple_20_B","male",6,"B","7","ka.TST.2.F",0,0,10050,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1361","A-simple_20_B","male",6,"B","8","ka_CONJ.CTL.2.T",1,1,10050,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1362","A-simple_20_B","male",6,"B","9","FILL.CTL.1.T/F",0,1,10050,"CTL","T/F","Japanese",FALSE,"Control",FALSE,"adult"
"1363","A-simple_20_B","male",6,"B","i","TR.i.T",1,1,10050,"TR","T","Japanese",TRUE,"Training",FALSE,"adult"
"1364","A-simple_20_B","male",6,"B","ii","TR.ii.F",0,0,10050,"TR","F","Japanese",TRUE,"Training",FALSE,"adult"
"1365","A-simple_22_B","male",6,"B","1","ka.TST.4.F",0,1,10051,"TST","F","Japanese",FALSE,"2DT",FALSE,"adult"
"1366","A-simple_22_B","male",6,"B","10","ka.CTL.1.F",0,0,10051,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1367","A-simple_22_B","male",6,"B","11","ka_CONJ.CTL.1.T",1,1,10051,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1368","A-simple_22_B","male",6,"B","12","ka.TST.1.F",0,0,10051,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1369","A-simple_22_B","male",6,"B","13","FILL.CTL.2.T/F",1,1,10051,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1370","A-simple_22_B","male",6,"B","2","ka_CONJ.CTL.4.T",1,1,10051,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1371","A-simple_22_B","male",6,"B","3","ka.TST.3.F",0,1,10051,"TST","F","Japanese",FALSE,"2DT",FALSE,"adult"
"1372","A-simple_22_B","male",6,"B","4","ka_CONJ.CTL.3.T",1,1,10051,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1373","A-simple_22_B","male",6,"B","5","FILL.CTL.3.T/F",0,0,10051,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1374","A-simple_22_B","male",6,"B","6","ka.CTL.2.F",0,0,10051,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1375","A-simple_22_B","male",6,"B","7","ka.TST.2.F",0,0,10051,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1376","A-simple_22_B","male",6,"B","8","ka_CONJ.CTL.2.T",1,1,10051,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1377","A-simple_22_B","male",6,"B","9","FILL.CTL.1.T/F",1,1,10051,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1378","A-simple_22_B","male",6,"B","i","TR.i.T",1,1,10051,"TR","T","Japanese",TRUE,"Training",FALSE,"adult"
"1379","A-simple_22_B","male",6,"B","ii","TR.ii.F",0,0,10051,"TR","F","Japanese",TRUE,"Training",FALSE,"adult"
"1380","A-Simple_23_B","female",6,"B","1","ka.TST.4.F",0,0,8220,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1381","A-Simple_23_B","female",6,"B","10","ka.CTL.1.F",0,0,8220,"CTL","F","Japanese",TRUE,"Control",FALSE,"adult"
"1382","A-Simple_23_B","female",6,"B","11","ka_CONJ.CTL.1.T",1,1,8220,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1383","A-Simple_23_B","female",6,"B","12","ka.TST.1.F",0,0,8220,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
"1384","A-Simple_23_B","female",6,"B","13","FILL.CTL.2.T/F",1,1,8220,"CTL","T/F","Japanese",TRUE,"Control",FALSE,"adult"
"1385","A-Simple_23_B","female",6,"B","2","ka_CONJ.CTL.4.T",1,1,8220,"CTL","T","Japanese",TRUE,"1DT",FALSE,"adult"
"1386","A-Simple_23_B","female",6,"B","3","ka.TST.3.F",0,0,8220,"TST","F","Japanese",TRUE,"2DT",FALSE,"adult"
